nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y,targetPose
0.685425877571106,0.49846569262444973,0.6970503926277161,0.49969095923006535,0.6969501972198486,0.49884601309895515,0.6898916363716125,0.5101306363940239,0.6908732652664185,0.5081789270043373,0.6381425261497498,0.5080113559961319,0.6306006908416748,0.4942638110369444,0.6831098794937134,0.45238156989216805,0.6748728156089783,0.44838874973356724,0.7224723100662231,0.42721562646329403,0.7161477208137512,0.4256492666900158,0.43711093068122864,0.5182879380881786,0.44646692276000977,0.5098695233464241,0.2549178898334503,0.5296959094703197,0.32342302799224854,0.52589126303792,0.2902015447616577,0.6157874092459679,0.32941797375679016,0.5846637263894081,correctDown
0.6871622945518405,0.49484646931919224,0.7003577642995792,0.49955789630629177,0.6996753352410152,0.4980154793734917,0.698241806292843,0.5185261281940418,0.6986463044190412,0.5135744389715048,0.6578794785298845,0.5198249159461675,0.63466309173694,0.5017284484153056,0.6804037931036069,0.4708073155616284,0.6553939758446468,0.4635007856023335,0.7444094711441964,0.4218372915370175,0.7058374802812669,0.4281312459733257,0.43715649260605366,0.525663331121972,0.44342846655549645,0.5129836630638781,0.25722415335815,0.5340611959175541,0.3268177325009555,0.5145518366759543,0.2895996681174075,0.620929266500763,0.3413792456269192,0.5770064665312847,correctDown
0.6861735733650816,0.4934302955963784,0.7008732866337246,0.5001802834399827,0.700039509105264,0.49758461097632306,0.6972414656499543,0.5190020793909145,0.6976863817206784,0.5148789189138967,0.6545976906190573,0.5215073217154821,0.6333200393431632,0.504054552865562,0.6834876560574235,0.4686506721455382,0.6579645589772075,0.46304125627738196,0.742499114632042,0.4220967300652307,0.6987892035750756,0.4303839394604298,0.44190028795305647,0.5267492995227454,0.44225427416656266,0.5130861102713743,0.256412823814903,0.534162814246295,0.3315241290589872,0.5127574394586408,0.28989595824015535,0.6196130896355958,0.3391339238687491,0.5785493704131722,correctDown
0.6877204095345545,0.49360537875076566,0.7032961021570907,0.501388655615746,0.7021320591632211,0.4988538448820436,0.6967860033461161,0.5189471293147616,0.6979945265918024,0.5152477074164302,0.6552505989849624,0.5198053639811573,0.6354329031207393,0.5027780820531803,0.6892475348090715,0.46732729010732815,0.6592148977506412,0.45928627006188066,0.7438501342693774,0.422290583720697,0.7084309825984334,0.4272715259311176,0.4403662817404233,0.5270841251621811,0.4418779028103022,0.5145171057104625,0.25308424717984185,0.5340795506888981,0.33060475064755623,0.513677885594594,0.2892247747683652,0.6191515381273317,0.33858432010323347,0.5823135949926751,correctDown
0.684864776037992,0.4936906593454964,0.7006751784782178,0.5008179587146239,0.6992856733019303,0.4981910778641275,0.6951967198051904,0.5188864487168349,0.6951444341780251,0.5151822246495736,0.6532461925859456,0.5198615089861073,0.6320776083131545,0.5011372734675614,0.6839092880060658,0.4685330853201413,0.6565264458660651,0.4615675980492195,0.7391934950875149,0.4229417582560557,0.7000154503934124,0.4288097723406893,0.4385619604236834,0.5280405739351509,0.4410789841687277,0.5175463596752435,0.25248930752886384,0.5340813623839212,0.331028204393037,0.518034663965161,0.2888937857825427,0.6203901940563389,0.3384159640832853,0.5843945639595388,correctDown
0.6857926620213983,0.4954548834165705,0.7014433562994761,0.5030931518019592,0.7001183891457048,0.5005239842904861,0.6950659453617052,0.5217917610234775,0.6964928836351724,0.5161944435717638,0.6509121580063078,0.5197582417148984,0.6334177017892519,0.5014429053115039,0.6880393024618997,0.46620864423308045,0.6641723570795794,0.45550257686797485,0.7416939830634282,0.42266346168575536,0.7089396379542114,0.42506413418881167,0.439322446537724,0.5283854265829682,0.44177130246770524,0.5158881205308236,0.25422565794431723,0.534716756989845,0.3303867102399355,0.5132382113935873,0.2881607512408931,0.6212771101440798,0.3412921967394492,0.5805699288321674,correctDown
0.6894857329764429,0.49745165716633427,0.7020080573602634,0.5044862141957388,0.702388571057152,0.5016911261172377,0.6955062431879563,0.5228243842638526,0.698997151112465,0.51841585656207,0.6516078233224977,0.5208514711839978,0.633743919773613,0.5018502022897529,0.6864982996964413,0.46833357329907915,0.6627376850988568,0.45496746988230974,0.7410902274538398,0.4228786554810331,0.7081190933279965,0.4246079351950719,0.4392551561197876,0.5282875655144418,0.44044420805460605,0.514988019516731,0.253855392688107,0.5355310016700042,0.32482722611077036,0.5139014157964144,0.2869299368805532,0.6217293488684136,0.34057720868008884,0.5818034380537305,correctDown
0.6868779606225218,0.49694157019438506,0.7012189337463928,0.5044170790137295,0.7021754881154872,0.5024091627914177,0.6946483583569237,0.522681967953039,0.6983013252804562,0.5182507564655148,0.6524406851282393,0.5201331998402964,0.6330417130278257,0.5035424485419224,0.6849856086091084,0.46889132028642255,0.658042893882753,0.458702735125729,0.7380856280535731,0.4251465137540786,0.7057248652062134,0.4270379213707259,0.4379939987960761,0.5281540891944487,0.44060023424692757,0.5156236877816247,0.2507575315255675,0.536860607934804,0.32921329831436175,0.5150609045117841,0.28409809464212016,0.6215211795679337,0.34162187083886775,0.5810729584792252,correctDown
0.6866522023774196,0.4968029602481959,0.7021585352601819,0.5047521564569701,0.7020481797300167,0.5024685617789555,0.6940034422625349,0.5225029133358384,0.6966171841403,0.5187037012313765,0.6509918050724937,0.5193604699836087,0.6344099094409793,0.5045481559425025,0.6863329110193875,0.46855893795974474,0.6637864522250154,0.4553758849420504,0.7386848329106692,0.4251982808146092,0.7077555447372162,0.4282264995011512,0.4364919228034722,0.5284133433058694,0.4403822658150026,0.5164110800307671,0.250545855633196,0.5373606468616566,0.3285125983372885,0.5158864683146903,0.2845509925148124,0.6218667407025461,0.33725979745874424,0.5837937773529729,correctDown
0.6914768754644357,0.4973081283697766,0.7042522872200956,0.5050620238177213,0.7042755777974261,0.5026328075682568,0.6957563926691432,0.5234821845198719,0.699337842188312,0.519481018936265,0.6505656806719098,0.5182453126544107,0.6357106842235096,0.5028860612672523,0.6871850631144757,0.4664810222402331,0.6641970298225628,0.4536978725819064,0.7398997646940492,0.42510009110550073,0.7068461548842544,0.4271420083779644,0.4381678827149603,0.5285372320851576,0.44069006153066137,0.5160092505255904,0.24982076629744981,0.5376267803897343,0.32649238883701737,0.5140479151950496,0.2844208193615435,0.6219318015152298,0.3409612576794729,0.5798017948649983,correctDown
